   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time, bubble_cmp, bubble_swaps, bubble_time
 746,        136021,          135282,          30709,     10950,        2174,       1945,      6189,           0,       1816,        278631,             739,          26830,     277885,       135282,       43838
 747,        136256,          135516,          30781,     10613,        2202,       1893,      6199,           0,       1827,        279378,             741,          26887,     278631,       135516,       43895
 748,        136838,          136097,          30889,     10840,        2172,       1914,      6208,           0,       1807,        280126,             742,          26981,     279378,       136097,       44040
 749,        137119,          136377,          30951,     11067,        2197,       1953,      6204,           0,       1806,        280875,             744,          27111,     280126,       136377,       44421
 750,        137477,          136734,          31137,     10802,        2202,       1913,      6216,           0,       1816,        281625,             741,          27360,     280875,       136734,       44345
 751,        137978,          137234,          31444,     10582,        2208,       1900,      6226,           0,       1868,        282376,             744,          27431,     281625,       137234,       44635
 752,        138218,          137473,          31186,     10353,        2247,       1872,      6225,           0,       1825,        283128,             745,          27269,     282376,       137473,       44630
 753,        138466,          137720,          31208,     10735,        2268,       1926,      6236,           0,       1839,        283881,             747,          27410,     283128,       137720,       44767
 754,        138634,          137887,          32178,     11134,        2240,       1963,      6263,           0,       1801,        284635,             745,          27786,     283881,       137887,       45366
 755,        139093,          138345,          31522,     10024,        2257,       1841,      6264,           0,       1852,        285390,             750,          27575,     284635,       138345,       44926
 756,        139117,          138368,          31341,     10235,        2232,       1863,      6283,           0,       1847,        286146,             749,          27669,     285390,       138368,       44962
 757,        139589,          138839,          31429,     10655,        2240,       1911,      6304,           0,       1853,        286903,             749,          27708,     286146,       138839,       45327
 758,        140013,          139262,          31634,     10752,        2226,       1933,      6300,           0,       1855,        287661,             754,          27858,     286903,       139262,       45367
 759,        140056,          139304,          31610,     11323,        2205,       1986,      6304,           0,       1846,        288420,             752,          28033,     287661,       139304,       45647
 760,        140613,          139860,          32120,     11498,        2205,       2067,      6330,           0,       1876,        289180,             750,          28155,     288420,       139860,       46131
 761,        140677,          139923,          31771,     10848,        2225,       1922,      6331,           0,       1854,        289941,             753,          28057,     289180,       139923,       45695
 762,        140720,          139965,          31687,     11087,        2210,       1953,      6323,           0,       1850,        290703,             755,          28215,     289941,       139965,       45811
 763,        141422,          140666,          31856,     10637,        2257,       1913,      6337,           0,       1864,        291466,             758,          28271,     290703,       140666,       45873
 764,        141473,          140716,          32871,     10861,        2249,       1934,      6355,           0,       1888,        292230,             754,          28876,     291466,       140716,       46010
 765,        141730,          140972,          32093,     11287,        2233,       1975,      6363,           0,       1858,        292995,             760,          28364,     292230,       140972,       46015
 766,        142405,          141646,          32066,     11461,        2284,       2017,      6382,           0,       1863,        293761,             758,          28451,     292995,       141646,       46262
 767,        142962,          142202,          32175,     10817,        2246,       1931,      6383,           0,       1873,        294528,             762,          28534,     293761,       142202,       46474
 768,        143273,          142512,          32354,     10784,        2248,       1940,      6382,           0,       1870,        295296,             760,          28584,     294528,       142512,       46458
 769,        143379,          142617,          32417,     10714,        2313,       1940,      6393,           0,       1868,        296065,             765,          28924,     295296,       142617,       46987
 770,        143942,          143179,          32805,     10834,        2284,       1982,      6416,           0,       1921,        296835,             763,          28841,     296065,       143179,       46822
 771,        144669,          143905,          32613,     10294,        2310,       1888,      6421,           0,       1880,        297606,             765,          28810,     296835,       143905,       47140
 772,        144794,          144029,          32685,     10311,        2299,       1883,      6437,           0,       1888,        298378,             765,          28964,     297606,       144029,       47103
 773,        145042,          144276,          33588,     10607,        2294,       1917,      6458,           0,       2051,        299151,             768,          29448,     298378,       144276,       47693
 774,        145731,          144964,          32868,     10477,        2324,       1913,      6464,           0,       1919,        299925,             769,          29133,     299151,       144964,       47329
 775,        146384,          145616,          32930,     10805,        2272,       1943,      6469,           0,       1899,        300700,             767,          29207,     299925,       145616,       47489
 776,        146786,          146017,          33174,     10855,        2278,       1946,      6491,           0,       1897,        301476,             768,          29212,     300700,       146017,       47644
 777,        146882,          146112,          33149,     11571,        2249,       2028,      6497,           0,       1890,        302253,             768,          29333,     301476,       146112,       47714
 778,        147486,          146715,          33472,     10655,        2288,       1934,      6463,           0,       1905,        303031,             773,          29496,     302253,       146715,       48282
 779,        147494,          146722,          33346,     11533,        2269,       2035,      6482,           0,       1918,        303810,             774,          29865,     303031,       146722,       47955
 780,        148054,          147281,          33404,     11000,        2314,       1975,      6504,           0,       1899,        304590,             770,          29558,     303810,       147281,       48870
 781,        148564,          147790,          33489,     10926,        2286,       1958,      6512,           0,       1919,        305371,             776,          29720,     304590,       147790,       48213
 782,        149070,          148295,          34698,     10389,        2348,       2141,      6534,           0,       2000,        306153,             776,          30061,     305371,       148295,       48912
 783,        149304,          148528,          33787,     11199,        2332,       2010,      6539,           0,       1904,        306936,             777,          29936,     306153,       148528,       48486
 784,        149433,          148656,          33720,     11095,        2329,       2001,      6550,           0,       1915,        307720,             777,          29983,     306936,       148656,       48536
 785,        149746,          148968,          33833,     11190,        2349,       2012,      6566,           0,       1924,        308505,             778,          29959,     307720,       148968,       48746
 786,        149923,          149144,          33890,     11204,        2326,       2007,      6569,           0,       1918,        309291,             781,          30036,     308505,       149144,       48658
 787,        150201,          149421,          33849,     11298,        2307,       2029,      6581,           0,       1919,        310078,             777,          30163,     309291,       149421,       49154
 788,        150781,          150000,          34152,     12126,        2274,       2146,      6611,           0,       1936,        310866,             782,          30476,     310078,       150000,       49024
 789,        151197,          150415,          34095,     11012,        2313,       1979,      6619,           0,       1934,        311655,             779,          30278,     310866,       150415,       49147
 790,        151828,          151045,          34229,     11100,        2320,       1988,      6618,           0,       1933,        312445,             784,          30390,     311655,       151045,       49388
 791,        152276,          151492,          35377,     11192,        2316,       2005,      6622,           0,       1953,        313236,             785,          30843,     312445,       151492,       50111
 792,        152777,          151992,          34602,     11104,        2343,       2007,      6638,           0,       1935,        314028,             784,          30570,     313236,       151992,       49633
 793,        152831,          152045,          34529,     11107,        2365,       1999,      6654,           0,       1953,        314821,             787,          30637,     314028,       152045,       49759
 794,        153327,          152540,          34641,     11336,        2354,       2024,      6660,           0,       1939,        315615,             789,          30705,     314821,       152540,       49942
 795,        153695,          152907,          34796,     14132,        2264,       2340,      6672,           0,       1951,        316410,             786,          30796,     315615,       152907,       50196
 796,        153996,          153207,          34961,     11805,        2343,       2075,      6672,           0,       1955,        317206,             789,          30948,     316410,       153207,       50316
 797,        154470,          153680,          35300,     12486,        2304,       2164,      6675,           0,       1978,        318003,             792,          30960,     317206,       153680,       50246
 798,        155022,          154231,          34989,     11630,        2321,       2075,      6678,           0,       1955,        318801,             790,          31032,     318003,       154231,       50410
 799,        155143,          154351,          34994,     10966,        2387,       2007,      6708,           0,       1963,        319600,             794,          31131,     318801,       154351,       50611
 800,        155535,          154742,          36467,     10992,        2408,       1983,      6726,           0,       2012,        320400,             790,          31760,     319600,       154742,       50806
 801,        156136,          155342,          35374,     11263,        2395,       2024,      6738,           0,       1985,        321201,             796,          31255,     320400,       155342,       50807
 802,        156579,          155784,          35317,     10934,        2373,       1979,      6743,           0,       1967,        322003,             791,          31316,     321201,       155784,       50932
 803,        156698,          155902,          35385,     11948,        2328,       2096,      6765,           0,       1978,        322806,             795,          31461,     322003,       155902,       50929
 804,        157320,          156523,          35533,     11396,        2378,       2033,      6727,           0,       1963,        323610,             794,          31577,     322806,       156523,       51413
 805,        157766,          156968,          35974,     11122,        2396,       2017,      6741,           0,       1965,        324415,             797,          31747,     323610,       156968,       51687
 806,        158354,          157555,          35805,     11179,        2388,       2020,      6755,           0,       1970,        325221,             798,          31651,     324415,       157555,       51537
 807,        158449,          157649,          35834,     12755,        2371,       2198,      6786,           0,       1996,        326028,             800,          31763,     325221,       157649,       51438
 808,        158810,          158009,          35791,     12710,        2401,       2193,      6799,           0,       1989,        326836,             804,          31866,     326028,       158009,       52108
 809,        159089,          158287,          37292,     11712,        2403,       2115,      6803,           0,       2116,        327645,             802,          32090,     326836,       158287,       51976
 810,        159314,          158511,          36087,     11777,        2392,       2096,      6809,           0,       1988,        328455,             806,          32011,     327645,       158511,       51845
 811,        159413,          158609,          35991,     11425,        2415,       2048,      6844,           0,       2039,        329266,             805,          32159,     328455,       158609,       52139
 812,        159826,          159021,          36156,     12003,        2381,       2114,      6837,           0,       2016,        330078,             806,          32196,     329266,       159021,       52062
 813,        160638,          159833,          36605,     11300,        2443,       2048,      6846,           0,       1988,        330891,             807,          32324,     330078,       159833,       52428
 814,        160881,          160075,          36676,     11228,        2430,       2021,      6840,           0,       2000,        331705,             805,          32466,     330891,       160075,       52355
 815,        161504,          160697,          36589,     11205,        2428,       2025,      6851,           0,       1999,        332520,             809,          32349,     331705,       160697,       52622
 816,        161917,          161109,          36548,     11625,        2433,       2084,      6877,           0,       2008,        333336,             809,          32428,     332520,       161109,       52657
 817,        162712,          161903,          38101,     12970,        2332,       2246,      6888,           0,       2019,        334153,             811,          32943,     333336,       161903,       52800
 818,        163281,          162471,          36954,     11170,        2441,       2041,      6906,           0,       2026,        334971,             812,          32648,     334153,       162471,       53040
 819,        163815,          163004,          37033,     11526,        2416,       2070,      6916,           0,       2027,        335790,             811,          32828,     334971,       163004,       53154
 820,        164619,          163807,          37206,     11776,        2415,       2103,      6914,           0,       2018,        336610,             814,          32792,     335790,       163807,       53254
 821,        164794,          163981,          37345,     11656,        2453,       2091,      6922,           0,       2017,        337431,             814,          33002,     336610,       163981,       54619
 822,        165287,          164473,          37580,     12882,        2414,       2237,      6927,           0,       2094,        338253,             816,          33312,     337431,       164473,       53648
 823,        165660,          164845,          37486,     11361,        2492,       2070,      6913,           0,       2020,        339076,             814,          33101,     338253,       164845,       53645
 824,        165887,          165071,          37518,     11595,        2450,       2098,      6956,           0,       2034,        339900,             817,          33111,     339076,       165071,       53846
 825,        166452,          165635,          38911,     11648,        2455,       2238,      6960,           0,       2053,        340725,             818,          33645,     339900,       165635,       54236
 826,        166845,          166027,          37689,     11613,        2438,       2079,      6996,           0,       2035,        341551,             819,          33341,     340725,       166027,       54200
 827,        167199,          166380,          37764,     13052,        2410,       2253,      6996,           0,       2029,        342378,             818,          33395,     341551,       166380,       54311
 828,        167618,          166798,          37983,     12884,        2399,       2229,      6980,           0,       2034,        343206,             818,          33515,     342378,       166798,       54318
 829,        168388,          167567,          38062,     11696,        2488,       2118,      7008,           0,       2065,        344035,             825,          33838,     343206,       167567,       54884
 830,        168523,          167701,          38198,     11270,        2498,       2077,      7012,           0,       2084,        344865,             823,          34024,     344035,       167701,       54790
 831,        168741,          167918,          38121,     11553,        2501,       2098,      6981,           0,       2073,        345696,             821,          33760,     344865,       167918,       54787
 832,        168948,          168124,          38190,     11734,        2480,       2120,      7026,           0,       2045,        346528,             826,          33844,     345696,       168124,       54901
 833,        169199,          168374,          39715,     12241,        2477,       2266,      7034,           0,       2118,        347361,             826,          34257,     346528,       168374,       55367
 834,        169776,          168950,          38442,     11551,        2471,       2083,      7049,           0,       2049,        348195,             823,          34013,     347361,       168950,       55173
 835,        170525,          169698,          38523,     11771,        2508,       2119,      7061,           0,       2065,        349030,             829,          34117,     348195,       169698,       55545
 836,        171248,          170420,          38845,     11556,        2532,       2096,      7062,           0,       2059,        349866,             830,          34145,     349030,       170420,       55592
 837,        171285,          170456,          38856,     11363,        2511,       2096,      7080,           0,       2060,        350703,             832,          34435,     349866,       170456,       56158
 838,        171684,          170854,          39114,     12283,        2512,       2193,      7094,           0,       2099,        351541,             830,          34504,     350703,       170854,       55766
 839,        172305,          171474,          39049,     12248,        2493,       2176,      7097,           0,       2066,        352380,             833,          34430,     351541,       171474,       56139
 840,        172423,          171591,          39204,     11772,        2528,       2115,      7103,           0,       2086,        353220,             835,          34447,     352380,       171591,       56070
 841,        173152,          172319,          40756,     12183,        2522,       2189,      7124,           0,       2098,        354061,             831,          34762,     353220,       172319,       56375
 842,        173703,          172869,          39571,     12138,        2496,       2171,      7137,           0,       2094,        354903,             833,          34626,     354061,       172869,       56451
 843,        174085,          173250,          39442,     11427,        2575,       2113,      7155,           0,       2073,        355746,             836,          34719,     354903,       173250,       56545
 844,        174114,          173278,          39399,     11488,        2580,       2106,      7169,           0,       2084,        356590,             835,          34802,     355746,       173278,       56607
 845,        174157,          173320,          39475,     12342,        2544,       2205,      7184,           0,       2119,        357435,             836,          35164,     356590,       173320,       57057
 846,        174880,          174042,          39751,     12460,        2503,       2202,      7172,           0,       2094,        358281,             841,          34971,     357435,       174042,       56844
 847,        174932,          174093,          39626,     12975,        2505,       2264,      7153,           0,       2084,        359128,             841,          35079,     358281,       174093,       56782
 848,        175263,          174423,          39707,     12296,        2524,       2207,      7187,           0,       2097,        359976,             839,          35218,     359128,       174423,       57070
 849,        175672,          174831,          40609,     11993,        2522,       2103,      7196,           0,       2105,        360825,             840,          35530,     359976,       174831,       57431
 850,        176426,          175584,          39952,     12724,        2555,       2255,      7203,           0,       2103,        361675,             842,          35337,     360825,       175584,       57354
 851,        176513,          175670,          39987,     12162,        2562,       2192,      7229,           0,       2105,        362526,             845,          35591,     361675,       175670,       57619
 852,        176555,          175711,          40156,     11775,        2562,       2141,      7213,           0,       2094,        363378,             847,          35459,     362526,       175711,       57957
 853,        176938,          176093,          40596,     12323,        2566,       2227,      7227,           0,       2119,        364231,             846,          35711,     363378,       176093,       58042
 854,        177341,          176495,          40193,     12521,        2529,       2219,      7246,           0,       2106,        365085,             848,          35631,     364231,       176495,       57895
 855,        177841,          176994,          40297,     12713,        2527,       2236,      7267,           0,       2113,        365940,             852,          35797,     365085,       176994,       58093
 856,        178639,          177791,          40489,     12053,        2594,       2176,      7249,           0,       2112,        366796,             849,          36333,     365940,       177791,       58407
 857,        178901,          178052,          41963,     11628,        2593,       2131,      7259,           0,       2128,        367653,             849,          36003,     366796,       178052,       58622
 858,        178970,          178120,          40568,     11890,        2595,       2164,      7279,           0,       2118,        368511,             848,          36051,     367653,       178120,       59166
 859,        179495,          178644,          40778,     13240,        2509,       2309,      7296,           0,       2130,        369370,             847,          36140,     368511,       178644,       58506
 860,        180093,          179241,          40886,     13044,        2521,       2293,      7305,           0,       2123,        370230,             857,          36302,     369370,       179241,       59234
 861,        180702,          179849,          41407,     13721,        2573,       2380,      7303,           0,       2119,        371091,             852,          36314,     370230,       179849,       58917
 862,        180934,          180080,          41064,     13115,        2565,       2300,      7318,           0,       2125,        371953,             854,          36397,     371091,       180080,       59169
 863,        181273,          180418,          41152,     12337,        2575,       2206,      7322,           0,       2126,        372816,             856,          36432,     371953,       180418,       59501
 864,        181413,          180557,          41260,     12342,        2570,       2207,      7370,           0,       2189,        373680,             856,          36601,     372816,       180557,       59495
 865,        181683,          180826,          42731,     12978,        2576,       2291,      7379,           0,       2152,        374545,             856,          36756,     373680,       180826,       59504
 866,        182401,          181543,          41390,     12537,        2561,       2239,      7376,           0,       2143,        375411,             862,          36734,     374545,       181543,       59660
 867,        182855,          181996,          41450,     12155,        2644,       2204,      7407,           0,       2149,        376278,             865,          36858,     375411,       181996,       60147
 868,        183020,          182160,          41845,     12305,        2654,       2246,      7391,           0,       2152,        377146,             861,          37105,     376278,       182160,       59865
 869,        183102,          182241,          41576,     12589,        2581,       2252,      7413,           0,       2152,        378015,             864,          36899,     377146,       182241,       60134
 870,        183590,          182728,          41611,     13118,        2583,       2303,      7414,           0,       2150,        378885,             862,          37017,     378015,       182728,       60194
 871,        184059,          183196,          42041,     12036,        2595,       2205,      7416,           0,       2168,        379756,             862,          37180,     378885,       183196,       60874
 872,        184494,          183630,          43183,     12312,        2616,       2233,      7428,           0,       2242,        380628,             864,          37367,     379756,       183630,       60637
 873,        184904,          184039,          41969,     12255,        2657,       2212,      7434,           0,       2163,        381501,             869,          37324,     380628,       184039,       60580
 874,        185769,          184903,          42136,     12077,        2645,       2197,      7448,           0,       2163,        382375,             864,          37417,     381501,       184903,       60898
 875,        186335,          185468,          42516,     12562,        2591,       2283,      7457,           0,       2201,        383250,             867,          37505,     382375,       185468,       61254
 876,        186596,          185728,          42440,     12593,        2635,       2257,      7469,           0,       2170,        384126,             872,          37571,     383250,       185728,       61013
 877,        187370,          186501,          42449,     12360,        2651,       2230,      7483,           0,       2194,        385003,             867,          37542,     384126,       186501,       61232
 878,        187806,          186936,          42630,     12424,        2637,       2233,      7485,           0,       2192,        385881,             874,          37912,     385003,       186936,       61367
 879,        188424,          187553,          43886,     12672,        2616,       2377,      7491,           0,       2228,        386760,             875,          37822,     385881,       187553,       62382
 880,        188857,          187985,          42912,     12731,        2629,       2337,      7503,           0,       2191,        387640,             870,          37986,     386760,       187985,       61773
 881,        189269,          188396,          43075,     12117,        2673,       2238,      7516,           0,       2188,        388521,             873,          37946,     387640,       188396,       62072
 882,        190122,          189248,          43233,     12535,        2679,       2301,      7536,           0,       2189,        389403,             874,          38421,     388521,       189248,       62356
 883,        190919,          190044,          43519,     13639,        2653,       2418,      7546,           0,       2184,        390286,             877,          38466,     389403,       190044,       62223
 884,        191059,          190183,          43552,     13736,        2660,       2407,      7537,           0,       2202,        391170,             872,          38739,     390286,       190183,       62489
 885,        191692,          190815,          43603,     13770,        2602,       2405,      7554,           0,       2225,        392055,             881,          38641,     391170,       190815,       62667
 886,        191875,          190997,          44703,     12673,        2677,       2273,      7547,           0,       2290,        392941,             879,          38660,     392055,       190997,       62891
 887,        192235,          191356,          43757,     12916,        2667,       2306,      7547,           0,       2222,        393828,             882,          38568,     392941,       191356,       62906
 888,        192531,          191651,          43773,     13145,        2673,       2330,      7567,           0,       2195,        394716,             881,          38662,     393828,       191651,       62958
 889,        192951,          192070,          43951,     13273,        2667,       2376,      7566,           0,       2246,        395605,             880,          38912,     394716,       192070,       63235
 890,        193398,          192516,          44023,     13924,        2588,       2404,      7585,           0,       2208,        396495,             881,          38726,     395605,       192516,       63180
 891,        193500,          192617,          44003,     13075,        2679,       2334,      7594,           0,       2210,        397386,             880,          38833,     396495,       192617,       63292
 892,        193552,          192668,          44108,     13347,        2647,       2351,      7612,           0,       2248,        398278,             884,          39273,     397386,       192668,       63449
 893,        193585,          192700,          45948,     14199,        2676,       2464,      7644,           0,       2232,        399171,             882,          39086,     398278,       192700,       63819
 894,        193678,          192792,          44096,     13104,        2664,       2320,      7637,           0,       2269,        400065,             886,          39155,     399171,       192792,       63609
 895,        194541,          193654,          44146,     12770,        2702,       2298,      7637,           0,       2233,        400960,             888,          39300,     400065,       193654,       63889
 896,        195241,          194353,          44647,     12644,        2708,       2299,      7673,           0,       2252,        401856,             890,          39474,     400960,       194353,       64330
 897,        196042,          195153,          44669,     13896,        2685,       2448,      7683,           0,       2244,        402753,             887,          39584,     401856,       195153,       64228
 898,        196504,          195614,          44625,     14228,        2677,       2473,      7680,           0,       2240,        403651,             893,          39530,     402753,       195614,       64188
 899,        196543,          195652,          45032,     13084,        2646,       2359,      7702,           0,       2241,        404550,             895,          39659,     403651,       195652,       64544
 900,        197072,          196180,          45966,     12939,        2684,       2318,      7697,           0,       2344,        405450,             890,          39975,     404550,       196180,       64765
 901,        197455,          196562,          44967,     13163,        2744,       2350,      7710,           0,       2238,        406351,             892,          39804,     405450,       196562,       64620
 902,        197547,          196653,          45002,     13267,        2709,       2347,      7717,           0,       2248,        407253,             895,          39923,     406351,       196653,       65060
 903,        198291,          197396,          45284,     13737,        2776,       2425,      7734,           0,       2258,        408156,             898,          40166,     407253,       197396,       65129
 904,        199150,          198254,          45239,     13989,        2725,       2449,      7729,           0,       2242,        409060,             897,          39952,     408156,       198254,       65043
 905,        199628,          198731,          45415,     13125,        2706,       2352,      7733,           0,       2269,        409965,             898,          40148,     409060,       198731,       65536
 906,        200276,          199378,          45737,     13095,        2718,       2378,      7755,           0,       2269,        410871,             898,          40297,     409965,       199378,       65442
 907,        200436,          199537,          47097,     12601,        2745,       2333,      7771,           0,       2259,        411778,             898,          40379,     410871,       199537,       65945
 908,        200799,          199899,          45669,     13229,        2740,       2374,      7780,           0,       2274,        412686,             901,          40334,     411778,       199899,       65721
 909,        201489,          200588,          45864,     12881,        2734,       2344,      7793,           0,       2266,        413595,             897,          40657,     412686,       200588,       66349
 910,        201765,          200863,          46285,     13094,        2720,       2345,      7800,           0,       2273,        414505,             904,          40606,     413595,       200863,       65958
 911,        201992,          201089,          45927,     12982,        2738,       2367,      7836,           0,       2285,        415416,             906,          40606,     414505,       201089,       66135
 912,        202687,          201783,          46132,     13140,        2765,       2363,      7811,           0,       2282,        416328,             905,          40876,     415416,       201783,       66443
 913,        203478,          202573,          46480,     13949,        2726,       2470,      7830,           0,       2285,        417241,             906,          40869,     416328,       202573,       66513
 914,        204289,          203383,          48134,     13142,        2816,       2396,      7836,           0,       2319,        418155,             909,          40990,     417241,       203383,       66942
 915,        204806,          203899,          46560,     12937,        2767,       2332,      7852,           0,       2280,        419070,             905,          40986,     418155,       203899,       67101
 916,        205093,          204185,          47182,     12837,        2773,       2364,      7853,           0,       2321,        419986,             906,          41213,     419070,       204185,       67381
 917,        205614,          204705,          46786,     13853,        2756,       2440,      7870,           0,       2283,        420903,             912,          41251,     419986,       204705,       67553
 918,        205949,          205039,          46910,     14344,        2750,       2517,      7863,           0,       2320,        421821,             909,          41399,     420903,       205039,       67302
 919,        206404,          205493,          47249,     13150,        2792,       2376,      7895,           0,       2300,        422740,             911,          41366,     421821,       205493,       67386
 920,        206461,          205549,          46991,     13131,        2795,       2372,      7912,           0,       2305,        423660,             910,          41467,     422740,       205549,       67624
 921,        206521,          205608,          48518,     13185,        2799,       2374,      7933,           0,       2315,        424581,             913,          41746,     423660,       205608,       67934
 922,        207106,          206192,          47209,     13425,        2813,       2429,      7939,           0,       2323,        425503,             917,          41771,     424581,       206192,       68182
 923,        207530,          206615,          47679,     13743,        2771,       2424,      7943,           0,       2309,        426426,             918,          41758,     425503,       206615,       67979
 924,        208381,          207465,          47340,     13204,        2819,       2372,      7938,           0,       2305,        427350,             913,          41685,     426426,       207465,       68964
 925,        208812,          207895,          47580,     15060,        2750,       2617,      7956,           0,       2333,        428275,             918,          41988,     427350,       207895,       68516
 926,        209680,          208762,          47755,     14879,        2736,       2564,      7966,           0,       2312,        429201,             918,          41917,     428275,       208762,       68397
 927,        209718,          208799,          47831,     13535,        2758,       2420,      7976,           0,       2312,        430128,             921,          42127,     429201,       208799,       68608
 928,        209735,          208815,          49048,     13314,        2796,       2448,      7982,           0,       2364,        431056,             921,          42257,     430128,       208815,       68680
 929,        210153,          209232,          48130,     13755,        2775,       2448,      7991,           0,       2364,        431985,             921,          43708,     431056,       209232,       69577
 930,        210454,          209532,          48075,     13715,        2793,       2449,      8006,           0,       2412,        432915,             917,          42432,     431985,       209532,       71032
 931,        211064,          210141,          48607,     14630,        2807,       2596,      8027,           0,       2406,        433846,             927,          42717,     432915,       210141,       69295
 932,        211100,          210176,          48739,     14898,        2796,       2756,      8017,           0,       2444,        434778,             928,          44228,     433846,       210176,       70724
 933,        211626,          210701,          48554,     14161,        2798,       2658,      8037,           0,       2424,        435711,             929,          44974,     434778,       210701,       70201
 934,        212286,          211360,          50081,     13922,        2816,       2492,      8026,           0,       2333,        436645,             925,          42757,     435711,       211360,       71179
 935,        213137,          212210,          50074,     14533,        2802,       2579,      8053,           0,       2424,        437580,             926,          43264,     436645,       212210,       70167
 936,        213772,          212844,          48773,     13622,        2797,       2434,      8074,           0,       2345,        438516,             931,          43201,     437580,       212844,       70286
 937,        214628,          213699,          48871,     13552,        2854,       2423,      8090,           0,       2341,        439453,             929,          43154,     438516,       213699,       70336
 938,        215454,          214524,          49361,     13770,        2881,       2460,      8074,           0,       2341,        440391,             930,          43267,     439453,       214524,       72180
 939,        215487,          214556,          49397,     13400,        2896,       2439,      8080,           0,       2345,        441330,             930,          43440,     440391,       214556,       72398
 940,        215697,          214765,          50797,     13347,        2897,       2422,      8096,           0,       2360,        442270,             930,          44079,     441330,       214765,       71472
 941,        215842,          214909,          50565,     14330,        2838,       2685,      8123,           0,       2432,        443211,             931,          44888,     442270,       214909,       71744
 942,        216213,          215279,          49462,     14554,        2767,       2541,      8120,           0,       2374,        444153,             932,          43746,     443211,       215279,       71094
 943,        217155,          216220,          49641,     13758,        2878,       2481,      8133,           0,       2363,        445096,             940,          43874,     444153,       216220,       71392
 944,        217404,          216468,          49745,     14566,        2854,       2583,      8159,           0,       2362,        446040,             937,          44096,     445096,       216468,       72080
 945,        218246,          217309,          49859,     14607,        2840,       2558,      8165,           0,       2374,        446985,             934,          44182,     446040,       217309,       71693
 946,        218577,          217639,          51330,     13796,        2911,       2532,      8180,           0,       2425,        447931,             939,          44339,     446985,       217639,       72299
 947,        218880,          217941,          49965,     13275,        2871,       2407,      8188,           0,       2376,        448878,             940,          44363,     447931,       217941,       72386
 948,        218962,          218022,          50181,     13248,        2907,       2418,      8164,           0,       2363,        449826,             941,          44356,     448878,       218022,       72215
 949,        219326,          218385,          49952,     13331,        2923,       2470,      8183,           0,       2383,        450775,             940,          44517,     449826,       218385,       72236
 950,        219796,          218854,          50194,     13437,        2901,       2435,      8218,           0,       2436,        451725,             943,          44836,     450775,       218854,       72538
 951,        220048,          219105,          50104,     13787,        2897,       2478,      8216,           0,       2379,        452676,             941,          44621,     451725,       219105,       72650
 952,        220586,          219642,          51649,     14018,        2855,       2572,      8224,           0,       2390,        453628,             943,          44778,     452676,       219642,       72907
 953,        221179,          220234,          50487,     15587,        2860,       2693,      8235,           0,       2393,        454581,             948,          44975,     453628,       220234,       73396
 954,        221566,          220620,          51655,     14068,        2923,       2521,      8247,           0,       2402,        455535,             950,          44987,     454581,       220620,       73025
 955,        222094,          221147,          50615,     14760,        2886,       2586,      8256,           0,       2393,        456490,             946,          45122,     455535,       221147,       73404
 956,        222631,          221683,          50817,     14581,        2876,       2574,      8271,           0,       2391,        457446,             951,          45444,     456490,       221683,       73425
 957,        222975,          222026,          50895,     14113,        2920,       2529,      8286,           0,       2403,        458403,             952,          45353,     457446,       222026,       73723
 958,        223667,          222717,          52648,     13382,        2949,       2446,      8327,           0,       2412,        459361,             952,          45498,     458403,       222717,       73946
